Designator,Mid X,Mid Y,Rotation,Layer
C1,110.64,-43.33,90.0,top
J1,105.0,-45.04,180.0,top
J2,105.0,-52.357924,0.0,top
R1,110.64,-45.64,270.0,top
R2,99.34,-45.6425,270.0,top
R3,99.34,-43.3325,270.0,top
U1,105.0,-49.1875,270.0,top
